,feature,rank
0,length_longest_word,1
1,FQDN_count,1
2,sld_vec,1
3,private_192,1
4,lower,1
5,multicast,1
6,entropy,1
7,labels_max,1
8,admin_multicast,1
9,private_172,1
10,Label,0
